Marca;Submarca;Modelo;Trans.;Comb.;Cilindros;Potencia (HP);Tamaño (L);Categoría
CHRYSLER;200;2016;AUT;Gasolina;6;295;3,6;AUTOS DE LUJO
VW;NUEVO PASSAT;2012;TIP;Gasolina;6;280;3,6;AUTOS DE LUJO
MERCEDES;CLS 400;2016;AUT;Gasolina;6;333;3,5;AUTOS DE LUJO
MERCEDES;CLS 400;2018;AUT;Gasolina;6;333;3,5;AUTOS DE LUJO
VOLVO;V40;2013;AUT;Gasolina;5;254;2,5;AUTOS DE LUJO
VOLVO;V40;2014;AUT;Gasolina;5;254;2,5;AUTOS DE LUJO
BMW;640iA;2016;AUT;Gasolina;6;320;3;AUTOS DE LUJO
ACURA;TL;2012;AUT;Gasolina;6;305;3,7;AUTOS DE LUJO
ACURA;TL;2013;AUT;Gasolina;6;305;3,7;AUTOS DE LUJO
BUICK;REGAL;2013;AUT;Gasolina;4;220;2;AUTOS DE LUJO
AUDI;A8;2013;TIPTRONIC;Gasolina;6;290;3;AUTOS DE LUJO
CADILLAC;CTS;2014;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
CADILLAC;CTS;2015;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
BMW;M2;2016;AUT;Gasolina;6;370;3;AUTOS DE LUJO
LINCOLN;MKZ;2011;AUT;Gasolina;6;263;3,5;AUTOS DE LUJO
LINCOLN;MKZ;2012;AUT;Gasolina;6;263;3,5;AUTOS DE LUJO
SUBARU;XV;2013;CVT;Gasolina;4;147;2;AUTOS DE LUJO
SUBARU;XV;2013;CVT;Gasolina;4;147;2;AUTOS DE LUJO
SUBARU;XV;2014;CVT;Gasolina;4;147;2;AUTOS DE LUJO
SUBARU;XV;2014;CVT;Gasolina;4;147;2;AUTOS DE LUJO
PORSCHE;CAYMAN;2015;MAN;Gasolina;6;325;3,4;AUTOS DE LUJO
PORSCHE;CAYMAN;2016;MAN;Gasolina;6;325;3,4;AUTOS DE LUJO
PORSCHE;CAYMAN;2017;MAN;Gasolina;6;325;3,4;AUTOS DE LUJO
BMW;M2;2017;AUT;Gasolina;6;370;3;AUTOS DE LUJO
CHRYSLER;200;2011;AUT;Gasolina;6;283;3,6;AUTOS DE LUJO
CHRYSLER;200;2012;AUT;Gasolina;6;283;3,6;AUTOS DE LUJO
CHRYSLER;200;2013;AUT;Gasolina;6;283;3,6;AUTOS DE LUJO
CHRYSLER;200;2014;AUT;Gasolina;4;173;2,4;AUTOS DE LUJO
BMW;435iA;2016;AUT;Gasolina;6;306;3;AUTOS DE LUJO
TOYOTA;CAMRY;2011;AUT;Gasolina;6;268;3,5;AUTOS DE LUJO
SUBARU;IMPREZA;2013;CVT;Gasolina;4;147;2;AUTOS DE LUJO
SUBARU;IMPREZA;2013;CVT;Gasolina;4;147;2;AUTOS DE LUJO
SUBARU;IMPREZA;2014;CVT;Gasolina;4;147;2;AUTOS DE LUJO
SUBARU;IMPREZA;2014;CVT;Gasolina;4;147;2;AUTOS DE LUJO
CHRYSLER;200;2014;AUT;Gasolina;6;295;3,6;AUTOS DE LUJO
PORSCHE;MACAN;2015;PDK;Gasolina;6;400;3,6;AUTOS DE LUJO
PORSCHE;MACAN;2016;PDK;Gasolina;6;400;3,6;AUTOS DE LUJO
VW;PASSAT;2016;TIPT;Gasolina;6;280;3,6;AUTOS DE LUJO
PORSCHE;MACAN;2017;PDK;Gasolina;6;400;3,6;AUTOS DE LUJO
VW;PASSAT;2017;TIPT;Gasolina;6;280;3,6;AUTOS DE LUJO
AUDI;S6;2016;STRONIC;Gasolina;8;450;4;AUTOS DE LUJO
AUDI;S7;2016;STRONIC;Gasolina;8;450;4;AUTOS DE LUJO
PORSCHE;CAYMAN;2016;MAN;Gasolina;6;385;3,8;AUTOS DE LUJO
AUDI;S6;2017;STRONIC;Gasolina;8;450;4;AUTOS DE LUJO
AUDI;S7;2017;STRONIC;Gasolina;8;450;4;AUTOS DE LUJO
PORSCHE;CAYMAN;2017;MAN;Gasolina;6;385;3,8;AUTOS DE LUJO
VOLVO;S40;2011;MAN;Gasolina;4;143;2;AUTOS DE LUJO
VOLVO;S40;2011;MAN;Gasolina;4;145;2;AUTOS DE LUJO
VOLVO;S40;2011;AUT;Gasolina;4;145;2;AUTOS DE LUJO
VOLVO;S40;2012;MAN;Gasolina;4;145;2;AUTOS DE LUJO
VOLVO;S40;2012;AUT;Gasolina;4;145;2;AUTOS DE LUJO
CHRYSLER;300;2016;AUT;Gasolina;6;292;3,6;AUTOS DE LUJO
DODGE;CHARGER;2016;AUT;Gasolina;6;292;3,6;AUTOS DE LUJO
CADILLAC;CTS;2013;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
AUDI;A8;2015;TIPTRONIC;Gasolina;8;435;4;AUTOS DE LUJO
AUDI;A8;2015;TIPTRONIC;Gasolina;8;435;4;AUTOS DE LUJO
AUDI;A8;2016;TIPTRONIC;Gasolina;8;435;4;AUTOS DE LUJO
AUDI;A8;2016;TIPTRONIC;Gasolina;8;435;4;AUTOS DE LUJO
PORSCHE;MACAN;2016;PDK;Gasolina;6;360;3;AUTOS DE LUJO
AUDI;A8;2017;TIPT;Gasolina;8;435;4;AUTOS DE LUJO
AUDI;A8;2017;TIPT;Gasolina;8;435;4;AUTOS DE LUJO
PORSCHE;MACAN;2017;PDK;Gasolina;6;360;3;AUTOS DE LUJO
BUICK;LACROSSE;2016;AUT;Gasolina;6;304;3,6;AUTOS DE LUJO
DODGE;CHARGER;2011;AUT;Gasolina;6;292;3,6;AUTOS DE LUJO
BUICK;LACROSSE;2014;AUT;Gasolina;6;304;3,6;AUTOS DE LUJO
BUICK;LACROSSE;2015;AUT;Gasolina;6;304;3,6;AUTOS DE LUJO
CHRYSLER;300;2012;AUT;Gasolina;6;283;3,6;AUTOS DE LUJO
CHRYSLER;300;2013;AUT;Gasolina;6;283;3,6;AUTOS DE LUJO
PORSCHE;CAYMAN;2014;PDK;Gasolina;6;275;2,7;AUTOS DE LUJO
BMW;535iA;2016;AUT;Gasolina;6;306;3;AUTOS DE LUJO
BUICK;LACROSSE;2011;AUT;Gasolina;6;280;3,6;AUTOS DE LUJO
BUICK;LACROSSE;2012;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
BUICK;LACROSSE;2013;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
CHEVROLET;CORVETTE;2014;MAN;Gasolina;8;455;6,2;AUTOS DE LUJO
CHEVROLET;CORVETTE;2015;MAN;Gasolina;8;455;6,2;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;6;420;3;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;6;420;3;AUTOS DE LUJO
HONDA;ACCORD;2011;AUT;Gasolina;6;271;3,5;AUTOS DE LUJO
ACURA;TLX;2015;AUT;Gasolina;4;206;2,4;AUTOS DE LUJO
PORSCHE;PANAMERA;2015;PDK;Gasolina;6;420;3;AUTOS DE LUJO
PORSCHE;PANAMERA;2015;PDK;Gasolina;6;420;3;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;6;310;3,6;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;6;310;3,6;AUTOS DE LUJO
ACURA;TLX;2016;AUT;Gasolina;4;206;2,4;AUTOS DE LUJO
SUBARU;WRX;2016;MAN;Gasolina;4;305;2,5;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;6;420;3;AUTOS DE LUJO
PORSCHE;PANAMERA;2017;PDK;Gasolina;6;420;3;AUTOS DE LUJO
PORSCHE;PANAMERA;2017;PDK;Gasolina;6;420;3;AUTOS DE LUJO
ACURA;TLX;2017;AUT;Gasolina;4;206;2,4;AUTOS DE LUJO
ACURA;TLX;2018;DCT;Gasolina;4;206;2,4;AUTOS DE LUJO
ACURA;TLX;2018;DCT;Gasolina;4;206;2,4;AUTOS DE LUJO
ACURA;TLX;2018;DCT;Gasolina;4;206;2,4;AUTOS DE LUJO
MERCEDES;E 43;2018;AUT;Gasolina;6;401;3;AUTOS DE LUJO
BMW;435iA;2016;AUT;Gasolina;6;306;3;AUTOS DE LUJO
HONDA;CROSSTOUR;2012;AUT;Gasolina;6;271;3,5;AUTOS DE LUJO
PORSCHE;PANAMERA;2013;PDK;Gasolina;6;300;3,6;AUTOS DE LUJO
PORSCHE;PANAMERA;2013;PDK;Gasolina;6;300;3,6;AUTOS DE LUJO
BMW;435iA;2016;AUT;Gasolina;6;306;3;AUTOS DE LUJO
BMW;M3;2016;AUT;Gasolina;6;431;3;AUTOS DE LUJO
BMW;M4;2016;AUT;Gasolina;6;431;3;AUTOS DE LUJO
BMW;335i;2012;MAN;Gasolina;6;306;3;AUTOS DE LUJO
AUDI;S8;2017;TIPT;Gasolina;8;605;4;AUTOS DE LUJO
AUDI;S8;2016;TIPT;Gasolina;8;605;4;AUTOS DE LUJO
BMW;750iA;2017;AUT;Gasolina;8;449;4,4;AUTOS DE LUJO
BMW;M3;2017;AUT;Gasolina;6;431;3;AUTOS DE LUJO
BMW;M4;2017;AUT;Gasolina;6;431;3;AUTOS DE LUJO
CADILLAC;ATS;2018;AUT;Gasolina;6;455;3,6;AUTOS DE LUJO
CADILLAC;V COUPE;2018;AUT;Gasolina;6;455;3,6;AUTOS DE LUJO
CADILLAC;ATS;2017;AUT;Gasolina;6;455;3,6;AUTOS DE LUJO
CADILLAC;ATS;2017;AUT;Gasolina;6;455;3,6;AUTOS DE LUJO
PORSCHE;PANAMERA;2014;PDK;Gasolina;6;310;3,6;AUTOS DE LUJO
LINCOLN;MKX;2018;AUT;Gasolina;6;335;2,7;AUTOS DE LUJO
LINCOLN;MKS;2011;AUT;Gasolina;6;273;3,7;AUTOS DE LUJO
ACURA;RL;2011;AUT;Gasolina;6;303;3,7;AUTOS DE LUJO
ACURA;RL;2012;AUT;Gasolina;6;303;3,7;AUTOS DE LUJO
LINCOLN;MKS;2012;AUT;Gasolina;6;273;3,7;AUTOS DE LUJO
SUBARU;IMPREZA;2012;MAN;Gasolina;4;305;2,5;AUTOS DE LUJO
PORSCHE;PANAMERA;2015;PDK;Gasolina;6;310;3,6;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;6;310;3,6;AUTOS DE LUJO
PORSCHE;PANAMERA;2017;PDK;Gasolina;6;310;3,6;AUTOS DE LUJO
PORSCHE;PANAMERA;2017;PDK;Gasolina;6;310;3,6;AUTOS DE LUJO
VOLVO;S60;2011;MAN;Gasolina;4;200;2;AUTOS DE LUJO
BMW;750LiA;2016;AUT;Gasolina;8;450;4,4;AUTOS DE LUJO
AUDI;S6;2013;STRONIC;Gasolina;8;420;4;AUTOS DE LUJO
AUDI;S7;2013;STRONIC;Gasolina;8;420;4;AUTOS DE LUJO
AUDI;A8;2013;TIPTRONIC;Gasolina;8;420;4;AUTOS DE LUJO
AUDI;A8;2013;TIPTRONIC;Gasolina;8;420;4;AUTOS DE LUJO
AUDI;RS7;2015;TIPTRONIC;Gasolina;8;560;4;AUTOS DE LUJO
AUDI;S6;2015;STRONIC;Gasolina;8;420;4;AUTOS DE LUJO
AUDI;S7;2015;STRONIC;Gasolina;8;420;4;AUTOS DE LUJO
PORSCHE;MACAN;2015;PDK;Gasolina;6;340;3;AUTOS DE LUJO
PORSCHE;MACAN;2016;PDK;Gasolina;6;340;3;AUTOS DE LUJO
PORSCHE;MACAN;2017;PDK;Gasolina;6;340;3;AUTOS DE LUJO
BMW;750LiA;2017;AUT;Gasolina;8;450;4,4;AUTOS DE LUJO
AUDI;A8;2014;TIPTRONIC;Gasolina;8;420;4;AUTOS DE LUJO
AUDI;A8;2014;TIPTRONIC;Gasolina;8;420;4;AUTOS DE LUJO
PORSCHE;CAYMAN;2014;PDK;Gasolina;6;325;3,4;AUTOS DE LUJO
PORSCHE;PANAMERA;2014;PDK;Gasolina;6;310;3,6;AUTOS DE LUJO
CADILLAC;CTS;2013;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
CADILLAC;CTS;2013;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
CADILLAC;CTS;2014;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
VOLVO;V60;2013;MAN;Gasolina;4;240;2;AUTOS DE LUJO
AUDI;RS7;2016;TIPT;Gasolina;8;560;4;AUTOS DE LUJO
AUDI;RS7;2017;TIPT;Gasolina;8;560;4;AUTOS DE LUJO
CHRYSLER;300;2014;AUT;Gasolina;6;292;3,6;AUTOS DE LUJO
VOLVO;V40;2013;AUT;Gasolina;5;254;2,5;AUTOS DE LUJO
VOLVO;V40;2014;AUT;Gasolina;5;254;2,5;AUTOS DE LUJO
INFINITI;M56;2012;AUT;Gasolina;8;420;5,6;AUTOS DE LUJO
INFINITI;M56;2013;AUT;Gasolina;8;420;5,6;AUTOS DE LUJO
INFINITI;Q70;2014;AUT;Gasolina;8;420;5,6;AUTOS DE LUJO
INFINITI;Q70;2015;AUT;Gasolina;8;420;5,6;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;8;440;4,8;AUTOS DE LUJO
LINCOLN;MKZ;2017;AUT;Gasolina;6;350;3;AUTOS DE LUJO
BMW;M2;2017;MAN;Gasolina;6;370;3;AUTOS DE LUJO
INFINITI;Q70;2016;AUT;Gasolina;8;420;5,6;AUTOS DE LUJO
PORSCHE;PANAMERA;2013;PDK;Gasolina;8;400;4,8;AUTOS DE LUJO
PORSCHE;PANAMERA;2013;PDK;Gasolina;8;400;4,8;AUTOS DE LUJO
CADILLAC;CTS;2011;AUT;Gasolina;6;304;3,6;AUTOS DE LUJO
CADILLAC;CTS;2011;AUT;Gasolina;6;304;3,6;AUTOS DE LUJO
CADILLAC;CTS;2012;AUT;Gasolina;6;318;3,6;AUTOS DE LUJO
HYUNDAI;GENESIS;2017;AUT;Gasolina;8;420;5;AUTOS DE LUJO
CADILLAC;CTS;2013;AUT;Gasolina;6;270;3;AUTOS DE LUJO
PORSCHE;CAYMAN;2014;MAN;Gasolina;6;275;2,7;AUTOS DE LUJO
CADILLAC;ATS;2016;AUT;Gasolina;6;455;3,6;AUTOS DE LUJO
CADILLAC;ATS;2016;AUT;Gasolina;6;455;3,6;AUTOS DE LUJO
MERCEDES;C350;2014;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;C350;2014;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;C350;2012;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;C350;2012;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;C350;2013;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;C350;2013;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
PORSCHE;PANAMERA;2014;PDK;Gasolina;6;420;3;AUTOS DE LUJO
PORSCHE;PANAMERA;2015;PDK;Gasolina;8;440;4,8;AUTOS DE LUJO
BMW;535iA;2016;AUT;Gasolina;6;306;3;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;8;440;4,8;AUTOS DE LUJO
VOLVO;XC60;2016;AUT;Gasolina;5;254;2,5;AUTOS DE LUJO
AUDI;S8;2017;TIPT;Gasolina;8;520;4;AUTOS DE LUJO
PORSCHE;PANAMERA;2017;PDK;Gasolina;8;440;4,8;AUTOS DE LUJO
MERCEDES;E350;2012;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;E350;2013;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;SLK55;2013;AUT;Gasolina;8;475;5,5;AUTOS DE LUJO
CHEVROLET;CORVETTE;2014;AUT;Gasolina;8;455;6,2;AUTOS DE LUJO
CHEVROLET;CORVETTE;2015;AUT;Gasolina;8;455;6,2;AUTOS DE LUJO
CHEVROLET;CORVETTE;2015;AUT;Gasolina;8;455;6,2;AUTOS DE LUJO
MERCEDES;SLK55;2014;AUT;Gasolina;8;421;5,5;AUTOS DE LUJO
BMW;M3;2016;MAN;Gasolina;6;431;3;AUTOS DE LUJO
BMW;M4;2016;MAN;Gasolina;6;431;3;AUTOS DE LUJO
SUBARU;LEGACY;2012;CVT;Gasolina;4;170;2,5;AUTOS DE LUJO
SUBARU;LEGACY;2012;CVT;Gasolina;4;170;2,5;AUTOS DE LUJO
AUDI;S8;2016;TIPTRONIC;Gasolina;8;520;4;AUTOS DE LUJO
LINCOLN;CONTINENTAL;2017;AUT;Gasolina;6;400;3;AUTOS DE LUJO
BMW;M3;2017;MAN;Gasolina;6;431;3;AUTOS DE LUJO
BMW;M4;2017;MAN;Gasolina;6;431;3;AUTOS DE LUJO
MERCEDES;E350;2012;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;SLK350;2012;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;E350;2013;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;SLK350;2013;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;SLK350;2014;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
VW;PASSAT;2011;TIP;Gasolina;6;280;3,6;AUTOS DE LUJO
VW;PASSAT;2011;TIP;Gasolina;6;280;3,6;AUTOS DE LUJO
VW;PASSAT;2011;TIP;Gasolina;6;280;3,6;AUTOS DE LUJO
VW;PASSAT;2011;TIP;Gasolina;6;280;3,6;AUTOS DE LUJO
VW;PASSAT;2012;TIP;Gasolina;6;280;3,6;AUTOS DE LUJO
VW;PASSAT;2012;TIP;Gasolina;6;280;3,6;AUTOS DE LUJO
VW;PASSAT;2013;TIPTRONIC;Gasolina;6;280;3,6;AUTOS DE LUJO
DODGE;CHARGER;2011;AUT;Gasolina;8;370;5,7;AUTOS DE LUJO
CHRYSLER;300;2012;AUT;Gasolina;8;360;5,7;AUTOS DE LUJO
CHRYSLER;300;2013;AUT;Gasolina;8;360;5,7;AUTOS DE LUJO
VW;PASSAT;2014;TIPTRONIC;Gasolina;6;280;3,6;AUTOS DE LUJO
AUDI;RS7;2016;TIPT;Gasolina;8;605;4;AUTOS DE LUJO
AUDI;RS7;2017;TIPT;Gasolina;8;605;4;AUTOS DE LUJO
PORSCHE;PANAMERA;2014;PDK;Gasolina;6;420;3;AUTOS DE LUJO
AUDI;RS5;2013;STRONIC;Gasolina;8;450;4,2;AUTOS DE LUJO
BMW;535i;2011;MAN;Gasolina;6;306;3;AUTOS DE LUJO
BMW;535iA;2012;AUT;Gasolina;6;306;3;AUTOS DE LUJO
BMW;535iA;2013;AUT;Gasolina;6;306;3;AUTOS DE LUJO
MERCEDES;E350;2012;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
MERCEDES;E350;2013;AUT;Gasolina;6;302;3,5;AUTOS DE LUJO
BMW;550iA;2016;AUT;Gasolina;8;449;4,4;AUTOS DE LUJO
AUDI;RS5;2015;STRONIC;Gasolina;8;450;4,2;AUTOS DE LUJO
AUDI;RS5;2016;STRONIC;Gasolina;8;450;4,2;AUTOS DE LUJO
AUDI;RS5;2017;STRONIC;Gasolina;8;450;4,2;AUTOS DE LUJO
BMW;650iA;2017;AUT;Gasolina;8;450;4,4;AUTOS DE LUJO
BMW;650iA;2017;AUT;Gasolina;8;450;4,4;AUTOS DE LUJO
LEXUS;IS-C;2014;AUT;Gasolina;6;306;3,5;AUTOS DE LUJO
BMW;650iA;2016;AUT;Gasolina;8;450;4,4;AUTOS DE LUJO
BMW;650iA;2016;AUT;Gasolina;8;450;4,4;AUTOS DE LUJO
BMW;M4;2016;MAN;Gasolina;6;431;3;AUTOS DE LUJO
FORD;POLICE INTERCEPTOR;2018;AUT;Gasolina;6;288;3,5;AUTOS DE LUJO
LEXUS;IS-F;2012;AUT;Gasolina;8;416;5;AUTOS DE LUJO
MERCEDES;CLS500;2012;AUT;Gasolina;8;402;4,7;AUTOS DE LUJO
AUDI;TTRS;2012;S TRONIC;Gasolina;5;340;2,5;AUTOS DE LUJO
AUDI;TTRS;2012;S TRONIC;Gasolina;5;340;2,5;AUTOS DE LUJO
MERCEDES;CLS500;2013;AUT;Gasolina;8;402;4,7;AUTOS DE LUJO
MERCEDES;CLS500;2014;AUT;Gasolina;8;402;4,7;AUTOS DE LUJO
DODGE;CHARGER;2014;AUT;Gasolina;6;292;3,6;AUTOS DE LUJO
BMW;Z4;2016;AUT;Gasolina;6;340;3;AUTOS DE LUJO
DODGE;CHARGER;2016;AUT;Gasolina;6;292;3,6;AUTOS DE LUJO
AUDI;A6;2011;MULTITRONIC;Gasolina;6;220;2,8;AUTOS DE LUJO
BMW;335iA;2011;AUT;Gasolina;6;306;3;AUTOS DE LUJO
LINCOLN;MKS;2011;AUT;Gasolina;6;355;3,5;AUTOS DE LUJO
FORD;CROWN VICTORIA;2011;AUT;Gasolina;8;220;4,6;AUTOS DE LUJO
LINCOLN;MKS;2012;AUT;Gasolina;6;355;3,5;AUTOS DE LUJO
FORD;CROWN VICTORIA;2012;AUT;Gasolina;8;220;4,6;AUTOS DE LUJO
LINCOLN;MKS;2013;AUT;Gasolina;6;355;3,5;AUTOS DE LUJO
AUDI;S8;2015;STRONIC;Gasolina;8;520;4;AUTOS DE LUJO
AUDI;S8;2016;TIPTRONIC;Gasolina;8;520;4;AUTOS DE LUJO
LINCOLN;MKS;2016;AUT;Gasolina;6;355;3,5;AUTOS DE LUJO
AUDI;R8;2016;STRONIC;Gasolina;10;610;5,2;AUTOS DE LUJO
AUDI;R8;2017;STRONIC;Gasolina;10;610;5,2;AUTOS DE LUJO
AUDI;S8;2017;TIPT;Gasolina;8;520;4;AUTOS DE LUJO
AUDI;S8;2013;TIPTRONIC;Gasolina;8;520;4;AUTOS DE LUJO
PORSCHE;CAYMAN;2014;MAN;Gasolina;6;325;3,4;AUTOS DE LUJO
DODGE;CHARGER;2012;AUT;Gasolina;6;292;3,6;AUTOS DE LUJO
DODGE;CHARGER;2013;AUT;Gasolina;6;292;3,6;AUTOS DE LUJO
AUDI;TTRS;2012;MAN;Gasolina;5;340;2,5;AUTOS DE LUJO
AUDI;TTRS;2012;MAN;Gasolina;5;340;2,5;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;8;520;4,8;AUTOS DE LUJO
AUDI;R8;2016;STRONIC;Gasolina;10;540;5,2;AUTOS DE LUJO
AUDI;R8;2017;STRONIC;Gasolina;10;540;5,2;AUTOS DE LUJO
LINCOLN;MKS;2014;AUT;Gasolina;6;365;3,5;AUTOS DE LUJO
LINCOLN;MKS;2015;AUT;Gasolina;6;355;3,5;AUTOS DE LUJO
CHEVROLET;CORVETTE;2013;AUT;Gasolina;8;430;6,2;AUTOS DE LUJO
PORSCHE;PANAMERA;2015;PDK;Gasolina;8;520;4,8;AUTOS DE LUJO
PORSCHE;PANAMERA;2016;PDK;Gasolina;8;520;4,8;AUTOS DE LUJO
PORSCHE;PANAMERA;2017;PDK;Gasolina;8;520;4,8;AUTOS DE LUJO
AUDI;A5;2012;S TRONIC;Gasolina;6;265;3,2;AUTOS DE LUJO
AUDI;A8;2013;TIPTRONIC;Gasolina;12;500;6,3;AUTOS DE LUJO
ACURA;TLX;2015;AUT;Gasolina;6;290;3,5;AUTOS DE LUJO
AUDI;A8;2015;TIPTRONIC;Gasolina;12;500;6,3;AUTOS DE LUJO
AUDI;A8;2016;TIPTRONIC;Gasolina;12;500;6,3;AUTOS DE LUJO
ACURA;TLX;2016;AUT;Gasolina;6;290;3,5;AUTOS DE LUJO
DODGE;CHARGER;2016;AUT;Gasolina;8;370;5,7;AUTOS DE LUJO
AUDI;A8;2017;TIPT;Gasolina;12;500;6,3;AUTOS DE LUJO
AUDI;A8;2016;TIPT;Gasolina;12;500;6,3;AUTOS DE LUJO
ACURA;TLX;2017;AUT;Gasolina;6;290;3,5;AUTOS DE LUJO
VOLVO;S60;2016;AUT;Gasolina;5;254;2,5;AUTOS DE LUJO
CHEVROLET;CAMARO;2014;AUT;Gasolina;8;400;6,2;AUTOS DE LUJO
CHEVROLET;CAMARO;2015;AUT;Gasolina;8;400;6,2;AUTOS DE LUJO
AUDI;A8;2011;TIP 8;Gasolina;8;372;4,2;AUTOS DE LUJO
AUDI;A8;2011;TIP;Gasolina;8;372;4,2;AUTOS DE LUJO
AUDI;A8;2012;TIP;Gasolina;8;372;4,2;AUTOS DE LUJO
AUDI;A8;2012;TIP;Gasolina;8;372;4,2;AUTOS DE LUJO
CHRYSLER;300;2016;AUT;Gasolina;8;370;5,7;AUTOS DE LUJO
CADILLAC;CTS;2018;AUT;Gasolina;8;640;6,2;AUTOS DE LUJO
CADILLAC;CTS;2016;AUT;Gasolina;8;640;6,2;AUTOS DE LUJO
CADILLAC;CTS;2017;AUT;Gasolina;8;640;6,2;AUTOS DE LUJO
CHEVROLET;CAMARO;2012;AUT;Gasolina;8;400;6,2;AUTOS DE LUJO
CHEVROLET;CAMARO;2013;AUT;Gasolina;8;400;6,2;AUTOS DE LUJO
BENTLEY;CONTINENTAL;2013;TIP;Gasolina;8;500;4;AUTOS DE LUJO
BENTLEY;CONTINENTAL;2013;TIP;Gasolina;8;500;4;AUTOS DE LUJO
BENTLEY;CONTINENTAL;2013;TIP;Gasolina;8;500;4;AUTOS DE LUJO
CHEVROLET;CAMARO;2015;AUT;Gasolina;8;580;6,2;AUTOS DE LUJO
HONDA;CROSSTOUR;2013;AUT;Gasolina;6;278;3,5;AUTOS DE LUJO
BENTLEY;MULSANNE;2013;TIP;Gasolina;8;505;6,8;AUTOS DE LUJO
BENTLEY;MULSANNE;2014;TIPTRONIC;Gasolina;8;505;6,8;AUTOS DE LUJO
HONDA;CROSSTOUR;2015;AUT;Gasolina;6;278;3,5;AUTOS DE LUJO
HONDA;ACCORD;2015;AUT;Gasolina;6;278;3,5;AUTOS DE LUJO
HONDA;ACCORD;2015;AUT;Gasolina;6;278;3,5;AUTOS DE LUJO
AUDI;R8;2011;MAN;Gasolina;8;420;4,2;AUTOS DE LUJO
AUDI;R8;2011;R TRONIC;Gasolina;8;420;4,2;AUTOS DE LUJO
AUDI;R8;2012;MAN;Gasolina;8;420;4,2;AUTOS DE LUJO
AUDI;R8;2012;R TRONIC;Gasolina;8;420;4,2;AUTOS DE LUJO
BMW;740iA;2013;AUT;Gasolina;6;320;3;AUTOS DE LUJO
BMW;740i;2011;AUT;Gasolina;6;326;3;AUTOS DE LUJO
BMW;740iA;2012;AUT;Gasolina;6;326;3;AUTOS DE LUJO
BMW;X1;2012;AUT;Gasolina;6;258;3;AUTOS DE LUJO
CHRYSLER;300;2011;AUT;Gasolina;8;340;5,7;AUTOS DE LUJO
BMW;M4;2017;MAN;Gasolina;6;431;3;AUTOS DE LUJO
MERCEDES;C350;2011;G TRONIC;Gasolina;6;268;3,5;AUTOS DE LUJO
MERCEDES;CLS63;2012;AUT;Gasolina;8;518;5,5;AUTOS DE LUJO
BMW;335iA;2012;AUT;Gasolina;6;306;3;AUTOS DE LUJO
MERCEDES;CLS63;2013;AUT;Gasolina;8;518;5,5;AUTOS DE LUJO
JAGUAR;XF;2013;AUT;Gasolina;6;340;3;AUTOS DE LUJO
BMW;M5;2012;AUT;Gasolina;8;560;4,4;AUTOS DE LUJO
BMW;M5;2013;AUT;Gasolina;8;560;4,4;AUTOS DE LUJO
BMW;M6;2013;AUT;Gasolina;8;560;4,4;AUTOS DE LUJO
BMW;M5;2016;AUT;Gasolina;8;560;4,4;AUTOS DE LUJO
BMW;M6;2016;AUT;Gasolina;8;560;4,4;AUTOS DE LUJO
BMW;M6;2016;AUT;Gasolina;8;560;4,4;AUTOS DE LUJO
DODGE;CHARGER;2014;AUT;Gasolina;8;370;5,7;AUTOS DE LUJO
